{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38260.28', '0.00000000']], 'time': '2021-05-20T03:56:14.921638Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38321.47', '0.00000000']], 'time': '2021-05-20T03:56:39.878796Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38341.65', '0.00000000']], 'time': '2021-05-20T03:56:39.881487Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38313.26', '0.00060000']], 'time': '2021-05-20T03:56:39.882891Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38388.02', '0.50000000']], 'time': '2021-05-20T03:56:39.883132Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38341.05', '0.01492000']], 'time': '2021-05-20T03:56:39.883810Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38359.11', '0.05000000']], 'time': '2021-05-20T03:56:39.883877Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.96', '0.00000000']], 'time': '2021-05-20T03:56:39.888617Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38320.81', '0.00000000']], 'time': '2021-05-20T03:56:39.888809Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38341.05', '0.00000000']], 'time': '2021-05-20T03:56:39.890807Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.59', '0.00000000']], 'time': '2021-05-20T03:56:39.891999Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38492.99', '0.01000000']], 'time': '2021-05-20T03:56:39.893075Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.36', '0.52193883']], 'time': '2021-05-20T03:56:39.893175Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38492.28', '0.00000000']], 'time': '2021-05-20T03:56:39.893323Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38378.80', '0.00000000']], 'time': '2021-05-20T03:56:39.894509Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38343.14', '0.00000000']], 'time': '2021-05-20T03:56:39.895801Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38302.73', '0.00000000']], 'time': '2021-05-20T03:56:39.897743Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.62', '0.07460000']], 'time': '2021-05-20T03:56:39.897821Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38347.13', '0.01910151']], 'time': '2021-05-20T03:56:39.898069Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38448.08', '0.03377409']], 'time': '2021-05-20T03:56:39.898358Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38247.58', '0.03377409']], 'time': '2021-05-20T03:56:39.898358Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.93', '0.00000000']], 'time': '2021-05-20T03:56:39.901543Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38353.08', '0.00000000']], 'time': '2021-05-20T03:56:39.901543Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38358.26', '0.05120560']], 'time': '2021-05-20T03:56:39.903405Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38359.12', '0.00000000']], 'time': '2021-05-20T03:56:39.903450Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38321.82', '0.04937508']], 'time': '2021-05-20T03:56:39.903605Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38428.10', '0.40728501']], 'time': '2021-05-20T03:56:39.903766Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38313.69', '0.50000000']], 'time': '2021-05-20T03:56:39.903865Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38254.52', '0.00000000']], 'time': '2021-05-20T03:56:39.904078Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.10', '0.00000000']], 'time': '2021-05-20T03:56:39.904280Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38490.06', '0.00000000']], 'time': '2021-05-20T03:56:39.904942Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38412.90', '0.00000000']], 'time': '2021-05-20T03:56:39.904962Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38333.07', '0.52196406']], 'time': '2021-05-20T03:56:39.909201Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38250.80', '0.00000000']], 'time': '2021-05-20T03:56:39.912556Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38313.68', '0.00000000']], 'time': '2021-05-20T03:56:39.913128Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38461.54', '0.00000000']], 'time': '2021-05-20T03:56:39.914256Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.54', '0.01492000']], 'time': '2021-05-20T03:56:39.914790Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38249.20', '0.00000000']], 'time': '2021-05-20T03:56:39.917686Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38476.59', '0.01000000']], 'time': '2021-05-20T03:56:39.919561Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '48234.97', '0.00105200']], 'time': '2021-05-20T03:56:39.919625Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.11', '0.00194422']], 'time': '2021-05-20T03:56:39.919997Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38241.79', '0.00000000']], 'time': '2021-05-20T03:56:39.921193Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38395.48', '0.04470240']], 'time': '2021-05-20T03:56:39.923886Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.13', '0.07460000']], 'time': '2021-05-20T03:56:39.923908Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.11', '0.00349890']], 'time': '2021-05-20T03:56:39.924384Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38298.89', '0.52199991']], 'time': '2021-05-20T03:56:39.924567Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38492.99', '0.00000000']], 'time': '2021-05-20T03:56:39.927691Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38241.50', '0.00000000']], 'time': '2021-05-20T03:56:39.928087Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38337.01', '0.00570000']], 'time': '2021-05-20T03:56:39.928360Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.11', '0.01296430']], 'time': '2021-05-20T03:56:39.928778Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38313.66', '0.00000000']], 'time': '2021-05-20T03:56:39.931395Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.13', '0.00000000']], 'time': '2021-05-20T03:56:39.931415Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38313.70', '0.59116555']], 'time': '2021-05-20T03:56:39.936329Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.62', '0.00000000']], 'time': '2021-05-20T03:56:39.938486Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38471.36', '0.01000000']], 'time': '2021-05-20T03:56:39.939243Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38305.99', '0.00000000']], 'time': '2021-05-20T03:56:39.941795Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38305.04', '0.00000000']], 'time': '2021-05-20T03:56:39.941795Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38304.03', '0.00000000']], 'time': '2021-05-20T03:56:39.941795Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.91', '0.07460000']], 'time': '2021-05-20T03:56:39.944669Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.11', '0.01492000']], 'time': '2021-05-20T03:56:39.944803Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38446.56', '0.01000000']], 'time': '2021-05-20T03:56:39.944882Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38336.55', '0.52190442']], 'time': '2021-05-20T03:56:39.944976Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38265.92', '0.01000000']], 'time': '2021-05-20T03:56:39.945719Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.04', '0.06006640']], 'time': '2021-05-20T03:56:39.945848Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38343.14', '0.04667913']], 'time': '2021-05-20T03:56:39.945848Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.54', '0.00000000']], 'time': '2021-05-20T03:56:39.953162Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38307.02', '1.98947960']], 'time': '2021-05-20T03:56:39.955087Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38331.51', '0.07460000']], 'time': '2021-05-20T03:56:39.956821Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38302.49', '0.02400000']], 'time': '2021-05-20T03:56:39.957154Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.68', '0.02400000']], 'time': '2021-05-20T03:56:39.957154Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38300.87', '0.02400000']], 'time': '2021-05-20T03:56:39.957154Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38435.64', '0.42298172']], 'time': '2021-05-20T03:56:39.962378Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38264.21', '0.02000000']], 'time': '2021-05-20T03:56:39.962560Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.91', '0.00000000']], 'time': '2021-05-20T03:56:39.964299Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.11', '0.00545460']], 'time': '2021-05-20T03:56:39.965470Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.11', '0.00389992']], 'time': '2021-05-20T03:56:39.965596Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.11', '0.00194422']], 'time': '2021-05-20T03:56:39.965811Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38292.37', '0.78297523']], 'time': '2021-05-20T03:56:39.967778Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38263.81', '0.03000000']], 'time': '2021-05-20T03:56:39.973554Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38323.34', '0.01492000']], 'time': '2021-05-20T03:56:39.973658Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.26', '0.07460000']], 'time': '2021-05-20T03:56:39.977401Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.11', '0.00000000']], 'time': '2021-05-20T03:56:39.980165Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38323.34', '0.00000000']], 'time': '2021-05-20T03:56:39.980305Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38331.51', '0.00000000']], 'time': '2021-05-20T03:56:39.980324Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38447.23', '0.00000000']], 'time': '2021-05-20T03:56:39.982020Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38345.04', '0.78290824']], 'time': '2021-05-20T03:56:39.982684Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.26', '0.00000000']], 'time': '2021-05-20T03:56:39.983049Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38263.81', '0.07000000']], 'time': '2021-05-20T03:56:39.986231Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38442.67', '0.42742273']], 'time': '2021-05-20T03:56:39.986681Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.02', '0.46800000']], 'time': '2021-05-20T03:56:39.990607Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38313.70', '0.00000000']], 'time': '2021-05-20T03:56:39.990882Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38359.11', '0.00000000']], 'time': '2021-05-20T03:56:39.991019Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38343.16', '0.00000000']], 'time': '2021-05-20T03:56:39.992370Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38320.81', '0.10000000']], 'time': '2021-05-20T03:56:39.992609Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.40', '0.07460000']], 'time': '2021-05-20T03:56:39.992658Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38433.46', '0.01000000']], 'time': '2021-05-20T03:56:39.992878Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38285.70', '2.60933135']], 'time': '2021-05-20T03:56:39.993129Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38307.01', '0.52100000']], 'time': '2021-05-20T03:56:39.997982Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.39', '0.01111683']], 'time': '2021-05-20T03:56:39.998487Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.48', '0.07460000']], 'time': '2021-05-20T03:56:39.998584Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38263.81', '0.12000000']], 'time': '2021-05-20T03:56:39.998789Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.56', '0.01492000']], 'time': '2021-05-20T03:56:39.998835Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.87', '0.15000000']], 'time': '2021-05-20T03:56:40.002838Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38356.91', '0.43060000']], 'time': '2021-05-20T03:56:40.003058Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.39', '0.01492000']], 'time': '2021-05-20T03:56:40.004120Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38350.79', '1.30483781']], 'time': '2021-05-20T03:56:40.004195Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38345.03', '0.05000000']], 'time': '2021-05-20T03:56:40.004295Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38348.76', '0.09000000']], 'time': '2021-05-20T03:56:40.004675Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.40', '0.00000000']], 'time': '2021-05-20T03:56:40.004909Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.48', '0.00000000']], 'time': '2021-05-20T03:56:40.006522Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38333.01', '0.59200000']], 'time': '2021-05-20T03:56:40.008442Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38333.05', '0.50000000']], 'time': '2021-05-20T03:56:40.008525Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38449.95', '0.35354532']], 'time': '2021-05-20T03:56:40.012313Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38348.76', '0.07000000']], 'time': '2021-05-20T03:56:40.012585Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38455.47', '0.02667324']], 'time': '2021-05-20T03:56:40.012675Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38237.47', '0.02667324']], 'time': '2021-05-20T03:56:40.012675Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38345.03', '0.00000000']], 'time': '2021-05-20T03:56:40.013727Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38275.06', '2.60941074']], 'time': '2021-05-20T03:56:40.017062Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38348.76', '0.04000000']], 'time': '2021-05-20T03:56:40.017743Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38307.03', '0.59116555']], 'time': '2021-05-20T03:56:40.020980Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38323.06', '0.07460000']], 'time': '2021-05-20T03:56:40.021148Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38348.76', '0.00000000']], 'time': '2021-05-20T03:56:40.022215Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38376.07', '0.20400000']], 'time': '2021-05-20T03:56:40.023266Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38331.76', '0.07460000']], 'time': '2021-05-20T03:56:40.025619Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38356.90', '0.05000000']], 'time': '2021-05-20T03:56:40.025704Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38348.80', '0.00000000']], 'time': '2021-05-20T03:56:40.027593Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.56', '0.00000000']], 'time': '2021-05-20T03:56:40.029513Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38376.66', '2.60948941']], 'time': '2021-05-20T03:56:40.029567Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38356.90', '0.00000000']], 'time': '2021-05-20T03:56:40.031467Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.39', '0.01111683']], 'time': '2021-05-20T03:56:40.032267Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38332.39', '0.00000000']], 'time': '2021-05-20T03:56:40.032854Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38451.70', '0.00000000']], 'time': '2021-05-20T03:56:40.039590Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38226.04', '0.02862996']], 'time': '2021-05-20T03:56:40.041490Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38350.78', '0.05000000']], 'time': '2021-05-20T03:56:40.041510Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38265.12', '2.60969412']], 'time': '2021-05-20T03:56:40.041707Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38323.06', '0.00000000']], 'time': '2021-05-20T03:56:40.043080Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38471.36', '0.00000000']], 'time': '2021-05-20T03:56:40.045425Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38456.21', '0.32178117']], 'time': '2021-05-20T03:56:40.045517Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38350.78', '0.00000000']], 'time': '2021-05-20T03:56:40.051159Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38262.33', '2.60987511']], 'time': '2021-05-20T03:56:40.053412Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38436.36', '0.01300851']], 'time': '2021-05-20T03:56:40.053648Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.37', '0.01492000']], 'time': '2021-05-20T03:56:40.057340Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38458.23', '0.01000000']], 'time': '2021-05-20T03:56:40.057371Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38331.15', '0.00869160']], 'time': '2021-05-20T03:56:40.057475Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.05', '0.07460000']], 'time': '2021-05-20T03:56:40.057549Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38333.07', '0.00000000']], 'time': '2021-05-20T03:56:40.057751Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38345.03', '0.05000000']], 'time': '2021-05-20T03:56:40.062153Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.05', '0.00000000']], 'time': '2021-05-20T03:56:40.063552Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38336.55', '0.00000000']], 'time': '2021-05-20T03:56:40.063680Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38331.76', '0.00000000']], 'time': '2021-05-20T03:56:40.063695Z'}
